"Date","Type","JDay","Coef","VIP","MetricMean","MetricStdev"
701,"Chill",-183,0.0788849951154634,0.477821444205997,0.2,0.352606209268867
702,"Chill",-182,0.148081583831343,0.893337468423204,0.174242424242424,0.328968243944076
703,"Chill",-181,0.117325777907161,0.851880870129728,0.172727272727273,0.344528805839147
704,"Chill",-180,0.0951603360988579,0.725264378673804,0.157575757575758,0.335951801628889
705,"Chill",-179,0.133221727120878,0.850702288227222,0.154545454545455,0.308310443997822
706,"Chill",-178,0.0756271296875809,0.803536990421335,0.171212121212121,0.338537375700571
707,"Chill",-177,0.064159234344013,0.793056398953751,0.15,0.301662294752992
708,"Chill",-176,0.117858976303183,1.03414942856156,0.136363636363636,0.28032558662141
709,"Chill",-175,0.136407858572784,1.13336498939904,0.134848484848485,0.263847036948449
710,"Chill",-174,0.127504226265281,1.01089527147243,0.127272727272727,0.260485393881941
711,"Chill",-173,0.155131481660429,1.18549084620813,0.131818181818182,0.259529134974913
712,"Chill",-172,0.127440199002528,1.06915411962449,0.140909090909091,0.261143304999195
713,"Chill",-171,0.0448827713942762,0.801030429464085,0.136363636363636,0.299647268938535
714,"Chill",-170,0.0520798135740136,0.707240043388816,0.127272727272727,0.280675151040883
715,"Chill",-169,0.00880470430850143,0.514929659146993,0.142424242424242,0.285703946610868
716,"Chill",-168,-0.028459417027698,0.466824652192608,0.146969696969697,0.28849715977235
717,"Chill",-167,0.0371253213450758,0.455111019143565,0.134848484848485,0.245132852406495
718,"Chill",-166,0.0321392629209678,0.547299982492149,0.137878787878788,0.250782033140067
719,"Chill",-165,0.00817881186088308,0.562493423922775,0.125757575757576,0.246045437632263
720,"Chill",-164,-0.05122096031936,0.422944643668544,0.133333333333333,0.253545618720347
721,"Chill",-163,-0.0540007264641472,0.453914895389314,0.13030303030303,0.254042352622169
722,"Chill",-162,-0.0928136030809851,0.570577004087842,0.122727272727273,0.241293265794269
723,"Chill",-161,-0.0796812141923797,0.508223804959196,0.112121212121212,0.203187008800664
724,"Chill",-160,-0.134717315610201,0.655576629408004,0.112121212121212,0.194018024635248
725,"Chill",-159,-0.119818170150688,0.578046948595676,0.118181818181818,0.202450321095216
726,"Chill",-158,-0.0841924412181714,0.503314827344962,0.1,0.21995937431314
727,"Chill",-157,-0.0932187346855836,0.534080794378711,0.104545454545455,0.229389220504847
728,"Chill",-156,-0.107995342234965,0.583629095409173,0.0939393939393939,0.2194918724577
729,"Chill",-155,-0.100745777922291,0.495215717831978,0.0924242424242424,0.23282383557834
730,"Chill",-154,-0.11385554538799,0.567321871857766,0.1,0.238886617625776
731,"Chill",-153,-0.0950298259360798,0.501293456892107,0.0924242424242424,0.22979595732943
801,"Chill",-152,-0.0855993793356587,0.463480848948781,0.0984848484848485,0.232100747252953
802,"Chill",-151,-0.0890244744682045,0.589569165126552,0.109090909090909,0.258650586831108
803,"Chill",-150,-0.0982196559782388,0.628539811619543,0.110606060606061,0.249998832700268
804,"Chill",-149,-0.0777178301053559,0.646346759042348,0.1,0.24180068752827
805,"Chill",-148,-0.0846482511686082,0.732887222417252,0.0954545454545455,0.239895971290896
806,"Chill",-147,-0.0729864714241317,0.699392728686092,0.103030303030303,0.204629612316777
807,"Chill",-146,-0.0772271175779648,0.739086537293017,0.0909090909090909,0.202934074045589
808,"Chill",-145,-0.0703500342125422,0.864106447353565,0.0893939393939394,0.191199915446652
809,"Chill",-144,-0.0915706764094312,1.25570426144335,0.0848484848484848,0.191474448419211
810,"Chill",-143,-0.0749579685003646,1.16578119117698,0.0772727272727273,0.183981734447878
811,"Chill",-142,-0.050694781848039,0.93947501210684,0.0803030303030303,0.158868800859216
812,"Chill",-141,-0.0886925359242386,1.27746528261898,0.1,0.207507233599405
813,"Chill",-140,-0.0834510916737605,1.14229826673456,0.103030303030303,0.182944635849623
814,"Chill",-139,-0.0477317901827515,0.895817010574525,0.104545454545455,0.182452667963682
815,"Chill",-138,-0.0594589412379364,0.963954620988765,0.104545454545455,0.184741521841035
816,"Chill",-137,-0.0652222415253335,0.861569000816783,0.131818181818182,0.226686454920394
817,"Chill",-136,-0.013098549436212,0.655367510655632,0.153030303030303,0.241679969461252
818,"Chill",-135,0.0456556903788946,0.560888187941654,0.171212121212121,0.290914708471699
819,"Chill",-134,0.0459512832976476,0.425285283711994,0.196969696969697,0.337324935703366
820,"Chill",-133,0.0154674801924604,0.458700844911844,0.224242424242424,0.372190099842398
821,"Chill",-132,-0.00484715088836579,0.490744229641716,0.254545454545455,0.432209294939733
822,"Chill",-131,0.009160995542331,0.463499713765906,0.251515151515152,0.431744512949355
823,"Chill",-130,0.0123461403836955,0.403685991908324,0.251515151515152,0.394799740067589
824,"Chill",-129,-0.0276715493945096,0.490913549252246,0.28030303030303,0.419877204638253
825,"Chill",-128,-0.0173562771796173,0.519540321348725,0.328787878787879,0.479322158387956
826,"Chill",-127,0.0119200539702726,0.552617999129157,0.377272727272727,0.555839758592443
827,"Chill",-126,0.0247967366623786,0.630316098599254,0.439393939393939,0.674753677003666
828,"Chill",-125,-0.00175425857850805,0.600899747907334,0.503030303030303,0.77599989795176
829,"Chill",-124,-0.0302828070977219,0.575842788784662,0.543939393939394,0.858449539517083
830,"Chill",-123,-0.0446004547081635,0.528059151638257,0.577272727272727,0.926916908075053
831,"Chill",-122,-0.0647604131390737,0.579941588594353,0.616666666666667,0.930275760020164
901,"Chill",-121,-0.0685241104801133,0.59043745166295,0.701515151515152,1.0168894046354
902,"Chill",-120,-0.0509093174128255,0.574927001824024,0.771212121212121,1.10310233316573
903,"Chill",-119,-0.0347009250413883,0.570254033210556,0.815151515151515,1.17450226593051
904,"Chill",-118,-0.0162914979312311,0.514787025900415,0.871212121212121,1.20712407269144
905,"Chill",-117,-0.0176854373268566,0.526705340926078,0.942424242424242,1.25833449676458
906,"Chill",-116,-0.0280954297695008,0.542817799350799,0.986363636363636,1.25441648697325
907,"Chill",-115,-0.0374622268506477,0.591090735162266,1.00454545454545,1.1966504356006
908,"Chill",-114,-0.0293841525787709,0.584958383158967,1.04545454545455,1.20238125782638
909,"Chill",-113,-0.0234486334715286,0.581903734066638,1.1,1.23855737580522
910,"Chill",-112,-0.0453244057255578,0.606585920170632,1.17727272727273,1.32200709509825
911,"Chill",-111,-0.0357159589750372,0.573784111380268,1.24090909090909,1.4122138463745
912,"Chill",-110,-0.0339677130793587,0.577848425040654,1.31212121212121,1.46446604040167
913,"Chill",-109,-0.0535721494097194,0.601259384001955,1.45,1.59038512172716
914,"Chill",-108,-0.0339354963065582,0.534985277910893,1.63030303030303,1.72997652839934
915,"Chill",-107,-0.0209603363767676,0.509188351884495,1.77424242424242,1.91290188750692
916,"Chill",-106,-0.0169291925088616,0.47614944419706,1.87575757575758,2.06281566778165
917,"Chill",-105,-0.012789669659695,0.476034079131256,1.98030303030303,2.17178559234161
918,"Chill",-104,-0.0171555171300575,0.470151257029011,2.14545454545455,2.26171136148551
919,"Chill",-103,-0.0132228277876828,0.483702931060362,2.21060606060606,2.31322874384835
920,"Chill",-102,-0.0144095364247103,0.46737661396511,2.26515151515152,2.39251597660784
921,"Chill",-101,-0.00920902640206577,0.463372459310448,2.32727272727273,2.32269870232912
922,"Chill",-100,-0.023388308175121,0.468963110714389,2.41666666666667,2.32348809099542
923,"Chill",-99,-0.0176314193240328,0.468824206265424,2.48030303030303,2.29996569136251
924,"Chill",-98,-0.00702568603679745,0.47284746386958,2.50909090909091,2.32583256672731
925,"Chill",-97,-0.00792243446751433,0.476854009216573,2.54393939393939,2.33168469428523
926,"Chill",-96,-0.00794783228518113,0.485133446471721,2.58484848484848,2.31310006266322
927,"Chill",-95,-0.0104744303662509,0.490208428033318,2.61818181818182,2.3153053243411
928,"Chill",-94,-0.0284861957015572,0.490111525881398,2.74242424242424,2.38887594904981
929,"Chill",-93,-0.0281258427689725,0.513920544438351,2.72878787878788,2.37306945838928
930,"Chill",-92,-0.0417634281815154,0.564721485399183,2.76212121212121,2.40383568837716
