"Date","Type","JDay","Coef","VIP","MetricMean","MetricStdev"
701,"Chill",-183,-0.00575740698542461,0.830307795190731,-9.56818181818182,5.57822354805669
702,"Chill",-182,-0.0131483906639663,0.867997798169447,-9.72272727272727,5.53073205447629
703,"Chill",-181,-0.0260954952711283,0.922297270085948,-9.80227272727273,5.45243812014269
704,"Chill",-180,-0.0569514558131085,0.991706454831732,-10.030303030303,5.26066354563514
705,"Chill",-179,-0.0697278819911727,1.00898056187521,-10.3022727272727,5.13860161642728
706,"Chill",-178,-0.0677650356846151,0.977604439836384,-10.5537878787879,5.21595204548189
707,"Chill",-177,-0.0553544295714625,0.959173510781279,-10.7863636363636,5.11000504518767
708,"Chill",-176,-0.0322742829867465,0.927505416300965,-11.0060606060606,4.9412394421003
709,"Chill",-175,-0.0206979430743382,0.913073923094892,-11.1007575757576,4.76861361840327
710,"Chill",-174,-0.00141866309311506,0.898675621116849,-11.1727272727273,4.62738790984599
711,"Chill",-173,-0.00724916513149486,0.843794406754215,-11.2128787878788,4.63480359616556
712,"Chill",-172,-0.0208819002593773,0.825877835997984,-11.2189393939394,4.58380196851144
713,"Chill",-171,-0.0445869518729169,0.832045468412768,-11.2113636363636,4.64559057239807
714,"Chill",-170,-0.0472811669377013,0.823529746081928,-11.3893939393939,4.67281785318867
715,"Chill",-169,-0.0382501105314704,0.791375173635777,-11.3984848484848,4.83501700689599
716,"Chill",-168,-0.0232118251917171,0.752729876695628,-11.4378787878788,4.98224165832161
717,"Chill",-167,-0.0106512663258111,0.718171933906967,-11.5075757575758,5.01909902257026
718,"Chill",-166,-0.0283020486841283,0.723482198945605,-11.4719696969697,4.95293079290675
719,"Chill",-165,-0.0493907437925794,0.738247081971189,-11.45,4.94923592745218
720,"Chill",-164,-0.0704648093752204,0.77022080698638,-11.4090909090909,4.96408166105659
721,"Chill",-163,-0.0825195061046425,0.797688189887032,-11.5098484848485,4.82748390998388
722,"Chill",-162,-0.0765264950254799,0.802491198867245,-11.6765151515152,4.61698032599503
723,"Chill",-161,-0.0554580217403298,0.810632481158364,-11.8651515151515,4.47356061194246
724,"Chill",-160,-0.056435763728694,0.845187116253593,-12.0666666666667,4.28836487559676
725,"Chill",-159,-0.0762681906142654,0.871439618759438,-12.0568181818182,4.24373523749227
726,"Chill",-158,-0.107285637982559,0.812550852746864,-12.0583333333333,4.30788319941511
727,"Chill",-157,-0.125466918957154,0.805931236382556,-12.1007575757576,4.34333434994768
728,"Chill",-156,-0.133366344177303,0.784183327428689,-12.0984848484848,4.42955607130564
729,"Chill",-155,-0.113092892044741,0.673760536648549,-12.2681818181818,4.4036406196898
730,"Chill",-154,-0.0771741844127836,0.51820467534673,-12.4090909090909,4.33513418820595
731,"Chill",-153,-0.0633654624256014,0.463109543091134,-12.6143939393939,4.21575872558525
801,"Chill",-152,-0.0735001798403431,0.480291641070214,-12.6681818181818,4.03622325857035
802,"Chill",-151,-0.0773191251358769,0.495876299343783,-12.6159090909091,3.94987525978564
803,"Chill",-150,-0.0749986170734226,0.494167463410632,-12.5916666666667,3.82018521498738
804,"Chill",-149,-0.0693110636960364,0.509785752492317,-12.5022727272727,3.86834594680939
805,"Chill",-148,-0.0429990348294796,0.468666616892708,-12.4325757575758,3.82409743941349
806,"Chill",-147,0.0251793312414994,0.544668520108133,-12.4045454545455,3.6845773298241
807,"Chill",-146,0.0684375724308201,0.749902580005138,-12.3030303030303,3.68564132828292
808,"Chill",-145,0.0621250066568838,0.803184632248481,-12.2015151515152,3.58043827167904
809,"Chill",-144,0.0679113005069536,0.835568985156848,-12.0825757575758,3.50507897616108
810,"Chill",-143,0.0398590732583807,0.85678786674383,-11.9242424242424,3.44952057980107
811,"Chill",-142,0.0319247825674392,0.920891877788853,-11.6924242424242,3.39905937182006
812,"Chill",-141,0.0289655554822355,1.0160309923968,-11.4143939393939,3.5003160730821
813,"Chill",-140,0.0533839618707452,1.216918433696,-11.1174242424242,3.54836011148619
814,"Chill",-139,0.0630393836089432,1.31377117318901,-10.8742424242424,3.67960011053271
815,"Chill",-138,0.0644450451028284,1.38555324980751,-10.7128787878788,3.82123008837944
816,"Chill",-137,0.0519716647329466,1.41100155003634,-10.4719696969697,3.84909428322291
817,"Chill",-136,0.0170624386907289,1.38152851573538,-10.2401515151515,3.90065283851981
818,"Chill",-135,-0.0163708086847448,1.37058121596512,-9.96666666666667,3.9589650547828
819,"Chill",-134,-0.0191429332557942,1.39054914719257,-9.68181818181818,4.07166334056167
820,"Chill",-133,-0.03967983334862,1.36400909311427,-9.33863636363636,4.25173864224981
821,"Chill",-132,-0.0134857797160112,1.36322629908543,-9.08257575757576,4.41626496608186
822,"Chill",-131,0.0222221942281249,1.38167084681394,-8.80378787878788,4.53783252838365
823,"Chill",-130,0.026374176929903,1.32606949981125,-8.46666666666667,4.62434517889471
824,"Chill",-129,-0.00150260040792389,1.181243160572,-8.15530303030303,4.53942042986765
825,"Chill",-128,-0.0191783553066251,1.08447033097087,-7.76136363636364,4.5252139875681
826,"Chill",-127,-0.0382643851834576,1.03657715081434,-7.24469696969697,4.41384262296299
827,"Chill",-126,-0.0545199733737514,0.978350243780947,-6.86212121212121,4.55147495497561
